	symbol	available_exchanges	currency_base	currency_quote
2921	SHIB/EUR	['Synthetic']	SHIBA INU	Euro
2922	SHIB/INR	['Bitbns']	SHIBA INU	Indian Rupee
2923	SHIB/TRY	['Binance']	SHIBA INU	Turkish Lira
2924	SHIB/USD	['Coinbase Pro', 'Huobi']	SHIBA INU	US Dollar
2925	SHIP/BTC	['HitBTC']	ShipChain	Bitcoin
2926	SHIP/USD	['Synthetic']	ShipChain	US Dollar
2927	SHORTY/BTC	['YoBit']	Shorty	Bitcoin
2928	SHORTY/USD	['Synthetic']	Shorty	US Dollar
2929	SHOW/BTC	['BigONE']	Show	Bitcoin
2930	SHOW/USD	['Synthetic']	Show	US Dollar
2931	SH/USD	['Synthetic']	Shilling	US Dollar
2932	SIB/BTC	['Bittrex', 'YoBit']	SIBCoin	Bitcoin
2933	SIB/USD	['Synthetic']	SIBCoin	US Dollar
2934	SIFT/USD	['Synthetic']	Smart Investment Fund Token	US Dollar
2935	SIGMA/USD	['Synthetic']	SIGMAcoin	US Dollar
2936	SIGNA/BTC	['Bittrex']	Signum	Bitcoin
2937	SIGNA/USD	['Synthetic']	Signum	US Dollar
2938	SIGT/BTC	['YoBit']	Signatum	Bitcoin
2939	SIGT/USD	['Synthetic']	Signatum	US Dollar
2940	SINS/BTC	['Crex24']	SafeInsure	Bitcoin
2941	SINS/USD	['Synthetic']	SafeInsure	US Dollar
2942	SISA/USD	['Synthetic']	SISA	US Dollar
2943	SJCX/JPY	['Zaif']	Storjcoin X	Japanese Yen
2944	SJCX/USD	['Synthetic']	Storjcoin X	US Dollar
2945	SKB/ETH	['Mercatox']	Sakura Bloom	Ethereum
2946	SKB/USD	['Synthetic']	Sakura Bloom	US Dollar
2947	SKC/USD	['Synthetic']	Skeincoin	US Dollar
2948	SKIN/ETH	['Mercatox']	SkinCoin	Ethereum
2949	SKIN/USD	['Synthetic']	SkinCoin	US Dollar
2950	SKL/USD	['Binance', 'Coinbase Pro']	SKALE Network	US Dollar
2951	SKM/BTC	['Hotbit', 'Huobi']	Skrumble Network	Bitcoin
2952	SKM/ETH	['Gate.io', 'Hotbit']	Skrumble Network	Ethereum
2953	SKM/USD	['Gate.io', 'Huobi', 'Synthetic']	Skrumble Network	US Dollar
2954	SKR/USD	['Synthetic']	Sakuracoin	US Dollar
2955	SKULL/USD	['Synthetic']	Pirate Blocks	US Dollar
2956	SKY/BTC	['Binance', 'FinexBox', 'Hotbit']	Skycoin	Bitcoin
2957	SKY/USD	['Synthetic']	Skycoin	US Dollar
2958	SLEVIN/USD	['Synthetic']	Slevin	US Dollar
2959	SLFI/USD	['Synthetic']	Selfiecoin	US Dollar
2960	SLING/BTC	['YoBit']	Sling	Bitcoin
2961	SLING/USD	['Synthetic']	Sling	US Dollar
2962	SLOTH/USD	['Synthetic']	Slothcoin	US Dollar
2963	SLP/ETH	['Binance']	Smooth Love Potion	Ethereum
2964	SLP/TRY	['Binance']	Smooth Love Potion	Turkish Lira
2965	SLP/USD	['Binance']	Smooth Love Potion	US Dollar
2966	SLS/BTC	['Bittrex', 'YoBit']	SaluS	Bitcoin
2967	SLS/USD	['Synthetic']	SaluS	US Dollar
2968	SLV/BNB	['Binance DEX']	Silverway	Binance Coin
2969	SLV/USD	['Synthetic']	Silverway	US Dollar
2970	SMART/BTC	['Exmo', 'HitBTC']	SmartCash	Bitcoin
2971	SMART/ETH	['HitBTC']	SmartCash	Ethereum
2972	SMART/EUR	['Exmo']	SmartCash	Euro
2973	SMART/RUB	['Exmo']	SmartCash	Russian Ruble
2974	SMART/USD	['Exmo', 'HitBTC', 'Synthetic']	SmartCash	US Dollar
2975	SMC/BTC	['YoBit']	SmartCoin	Bitcoin
2976	SMC/USD	['Synthetic']	SmartCoin	US Dollar
2977	SmileyCoin/USD	['Kraken']	SmileyCoin	US Dollar
2978	SMT/BTC	['Huobi']	SmartMesh	Bitcoin
2979	SMT/ETH	['Gate.io', 'Huobi']	SmartMesh	Ethereum
2980	SMT/USD	['Gate.io']	SmartMesh	US Dollar
2981	SNC/BTC	['Huobi', 'OKEx']	SunContract	Bitcoin
2982	SNC/ETH	['HitBTC', 'Huobi']	SunContract	Ethereum
2983	SNC/USD	['YoBit']	SunContract	US Dollar
2984	SND/USD	['Synthetic']	Sand Coin	US Dollar
2985	SNGLS/BTC	['HitBTC']	SingularDTV	Bitcoin
2986	SNGLS/USD	['Synthetic']	SingularDTV	US Dollar
2987	SNL/BTC	['Crex24']	Sport AND Leisure	Bitcoin
2988	SNL/ETH	['Crex24']	Sport AND Leisure	Ethereum
2989	SNL/USD	['Synthetic']	Sport and Leisure	US Dollar
2990	SNM/BTC	['Binance']	SONM	Bitcoin
2991	SNM/USD	['Synthetic']	SONM	US Dollar
2992	SNRG/USD	['Synthetic']	Synergy	US Dollar
2993	SNT/BTC	['Binance', 'Huobi']	Status	Bitcoin
2994	SNT/ETH	['Binance', 'Kucoin']	Status	Ethereum
2995	SNT/KRW	['Upbit']	Status	Korean Won
2996	SNTR/ETH	['IDEX']	Silent Notary	Ethereum
2997	SNTR/USD	['Synthetic']	Silent Notary	US Dollar
2998	SNT/USD	['Huobi', 'ZB.COM']	Status	US Dollar
2999	SNTVT/BTC	['Hotbit']	Sentivate	Bitcoin
3000	SNTVT/ETH	['Hotbit', 'Kucoin']	Sentivate	Ethereum
3001	SNTVT/USD	['Synthetic']	Sentivate	US Dollar
3002	SNX/BRL	['NovaDAX']	Synthetix	Brazil Real
3003	SNX/BTC	['Binance', 'Kucoin']	Synthetix	Bitcoin
3004	SNX/CAD	['Synthetic']	Synthetix	Canadian Dollar
3005	SNX/ETH	['Kucoin']	Synthetix Network Token	Ethereum
3006	SNX/EUR	['Coinbase Pro', 'Kraken']	Synthetix	Euro
3007	SNX/TRY	['BTCTurk']	Synthetix	Turkish Lira
3008	SNX/USD	['Binance', 'Coinbase Pro', 'Huobi']	Synthetix	US Dollar
3009	SOAR/USD	['Synthetic']	Soarcoin	US Dollar
3010	SOC/BTC	['Huobi']	All Sports	Bitcoin
3011	SOCC/USD	['Synthetic']	SocialCoin	US Dollar
3012	SOC/USD	['Huobi', 'OKEx']	All Sports	US Dollar
3013	SOIL/USD	['Synthetic']	SOILcoin	US Dollar
3014	SOL/BNB	['Binance']	Solana	Binance Coin
3015	SOL/BRL	['Binance']	Solana	Brazil Real
3016	SOL/BTC	['Binance', 'Kraken']	Solana	Bitcoin
3017	SOL/CAD	['Synthetic']	Solana	Canadian Dollar
3018	SOL/ETH	['Huobi']	Solana	Ethereum
3019	SOL/EUR	['Binance', 'Kraken']	Solana	Euro
3020	SOL/GBP	['Binance', 'Coinbase Pro', 'Kraken']	Solana	British Pound
3021	SOL/INR	['Bitbns']	Solana	Indian Rupee
3022	SOL/KRW	['Bithumb', 'Upbit']	Solana	Korean Won
3023	SOLO/USD	['CoinField']	Sologenic	US Dollar
3024	SOL/TRY	['Binance', 'Bitexen']	Solana	Turkish Lira
3025	SOL/USD	['Binance', 'Coinbase Pro', 'FTX']	Solana	US Dollar
3026	SolvBTC/USD	['Uniswap']	SolvBTC	US Dollar
3027	SOLVE/BTC	['Kucoin', 'Upbit']	SOLVE	Bitcoin
3028	SOLVE/ETH	['Bittrex']	SOLVE	Ethereum
3029	SOLVE/USD	['Synthetic']	SOLVE	US Dollar
3030	SONG/BTC	['YoBit']	SongCoin	Bitcoin
3031	SONG/USD	['Synthetic']	SongCoin	US Dollar
3032	SONIC/USD	['Bybit']	Sonic SVM	US Dollar
3033	SOUL/BTC	['Hotbit', 'Kucoin']	Phantasma	Bitcoin
3034	SOUL/ETH	['Hotbit', 'Kucoin']	Phantasma	Ethereum
3035	SOUL/USD	['Gate.io']	Phantasma	US Dollar
3036	SPC/BTC	['Bittrex']	SpaceChain	Bitcoin
3037	SPC/USD	['Synthetic']	SpaceChain	US Dollar
3038	SPELL/BTC	['Binance']	Spell Token	Bitcoin
3039	SPELL/TRY	['Binance']	Spell Token	Turkish Lira
3040	SPELL/USD	['Binance', 'Coinbase Pro']	Spell Token	US Dollar
3041	SPEX/USD	['Synthetic']	SproutsExtreme	US Dollar
3042	SPF/BTC	['Livecoin']	SportyCo	Bitcoin
3043	SPF/USD	['Synthetic']	SportyCo	US Dollar
3044	SPHR/BTC	['Bittrex']	Sphere	Bitcoin
3045	SPHR/USD	['Synthetic']	Sphere	US Dollar
3046	SPORT/USD	['Synthetic']	SportsCoin	US Dollar
3047	SPR/BTC	['YoBit']	SpreadCoin	Bitcoin
3048	SPR/USD	['Synthetic']	SpreadCoin	US Dollar
3049	SPT/BTC	['YoBit']	Spots	Bitcoin
3050	SPT/USD	['Synthetic']	Spots	US Dollar
3051	SQUID/USD	['LBank', 'PancakeSwap']	Squid Game	US Dollar
3052	SRCOIN/ETH	['Coinbene']	SRCOIN	Ethereum
3053	SRCOIN/USD	['Synthetic']	SRCOIN	US Dollar
3054	SRC/USD	['Synthetic']	SecureCoin	US Dollar
3055	SREUR/USD	['p2pb2b']	SocialRemit	US Dollar
3056	SRM/BNB	['Binance']	Serum	Binance Coin
3057	SRM/BTC	['Binance']	Serum	Bitcoin
3058	SRM/USD	['Binance']	Serum	US Dollar
3059	SRN/BTC	['Bittrex', 'Huobi']	SIRIN LABS Token	Bitcoin
3060	SRN/ETH	['Bittrex', 'Huobi']	SIRIN LABS Token	Ethereum
3061	SRN/USD	['Synthetic']	SIRIN LABS Token	US Dollar
3062	SS/BTC	['Hotbit']	Sharder	Bitcoin
3063	SS/ETH	['Hotbit']	Sharder	Ethereum
3064	SSS/USD	['Synthetic']	Sharechain	US Dollar
3065	SS/USD	['Synthetic']	Sharder	US Dollar
3066	STAR/ETH	['HitBTC']	Starbase	Ethereum
3067	STARL/USD	['Gate.io', 'OKX']	Starlink	US Dollar
3068	STARS/USD	['Synthetic']	StarCash Network	US Dollar
3069	START/BTC	['YoBit']	Startcoin	Bitcoin
3070	START/USD	['Synthetic']	Startcoin	US Dollar
3071	STAR/USD	['Synthetic']	Starbase	US Dollar
3072	STCN/USD	['Synthetic']	Stakecoin	US Dollar
3073	STC/USD	['Bit-Z']	StarChain	US Dollar
3074	STEEM/BTC	['Binance', 'Upbit']	Steem	Bitcoin
3075	STEEM/ETH	['Binance']	Steem	Ethereum
3076	STEEM/KRW	['Upbit']	Steem	Korean Won
3077	STEEM/USD	['Synthetic']	Steem	US Dollar
3078	STEEP/USD	['Synthetic']	SteepCoin	US Dollar
3079	STEPS/USD	['Synthetic']	Steps	US Dollar
3080	STETH/USD	['Bybit']	Lido stETH	US Dollar
3081	STG/USD	['Binance']	Stargate Finance	US Dollar
3082	STN/USD	['Synthetic']	Steneum Coin	US Dollar
3083	STORJ/BTC	['Binance', 'Huobi']	Storj	Bitcoin
3084	STORJ/ETH	['Gate.io']	Storj	Ethereum
3085	STORJ/KRW	['Upbit']	Storj	Korean Won
3086	STORJ/USD	['Huobi', 'OKEx']	Storj	US Dollar
3087	STORM/BNB	['Binance']	Storm	Binance Coin
3088	STORM/BTC	['Binance', 'HitBTC']	Storm	Bitcoin
3089	STORM/ETH	['Binance']	Storm	Ethereum
3090	STORM/USD	['Binance', 'Synthetic']	Storm	US Dollar
3091	STQ/ETH	['YoBit']	Storiqa	Ethereum
3092	STQ/USD	['Synthetic']	Storiqa	US Dollar
3093	STRAT/BTC	['Binance', 'Bittrex', 'HitBTC']	Stratis	Bitcoin
3094	STRAT/ETH	['Binance', 'Bittrex', 'HitBTC']	Stratis	Ethereum
3095	STRAT/KRW	['Upbit']	Stratis	Korean Won
3096	STRAT/USD	['Binance', 'HitBTC']	Stratis	US Dollar
3097	STRK/USD	['Binance']	Starknet	US Dollar
3098	STS/BTC	['YoBit']	Stress	Bitcoin
3099	STS/USD	['Synthetic']	Stress	US Dollar
3100	STV/USD	['Synthetic']	Sativacoin	US Dollar
3101	STX/BTC	['HitBTC']	Stox	Bitcoin
3102	STX/ETH	['Gate.io', 'HitBTC']	Stox	Ethereum
3103	STXk/BTC	['Binance']	Blockstack	Bitcoin
3104	STXk/KRW	['Upbit']	Stacks	Korean Won
3105	STXk/USD	['Binance']	Blockstack	US Dollar
3106	STX/USD	['Gate.io', 'HitBTC']	Stox	US Dollar
3107	SUB/BTC	['HitBTC']	Substratum	Bitcoin
3108	SUB/ETH	['HitBTC']	Substratum	Ethereum
3109	SUB/INR	['Bitbns']	Substratum	Indian Rupee
3110	SUB/USD	['Synthetic']	Substratum	US Dollar
3111	SUI/USD	['Binance']	Sui	US Dollar
3112	SUPER/BTC	['YoBit']	SuperCoin	Bitcoin
3113	SUPERf/BTC	['Binance']	SuperFarm	Bitcoin
3114	SUPERf/USD	['Binance']	SuperFarm	US Dollar
3115	SUPER/USD	['Synthetic']	SuperCoin	US Dollar
3116	SUR/BTC	['HitBTC']	Suretly	Bitcoin
3117	SUR/ETH	['HitBTC']	Suretly	Ethereum
3118	SUR/USD	['HitBTC']	Suretly	US Dollar
3119	S/USD	['Binance']	Sonic (prev. FTM)	US Dollar
3120	SUSD/USD	['Gate.io']	sUSD	US Dollar
3121	SUSHI/BTC	['Binance', 'Huobi']	SushiSwap	Bitcoin
3122	SUSHI/USD	['Binance', 'Huobi']	SushiSwap	US Dollar
3123	SWEAT/USD	['Kucoin']	Sweat Economy	US Dollar
3124	SWFTC/BTC	['Huobi', 'OKEx']	SwftCoin	Bitcoin
3125	SWFTC/ETH	['Huobi', 'OKEx']	SwftCoin	Ethereum
3126	SWFTC/USD	['HitBTC', 'OKEx']	SwftCoin	US Dollar
3127	SWIFT/USD	['Synthetic']	Bitswift	US Dollar
3128	SWING/BTC	['YoBit']	Swing	Bitcoin
3129	SWING/USD	['Synthetic']	Swing	US Dollar
3130	SWM/BTC	['HitBTC']	Swarm	Bitcoin
3131	SWM/USD	['Synthetic']	Swarm	US Dollar
3132	SWP/USD	['Synthetic']	Swapcoin	US Dollar
3133	SWT/BTC	['YoBit']	Swarm City	Bitcoin
3134	SWTH/ETH	['Gate.io']	Switcheo	Ethereum
3135	SWTH/USD	['Gate.io']	Switcheo	US Dollar
3136	SWT/USD	['Synthetic']	Swarm City	US Dollar
3137	SXC/USD	['Synthetic']	Sexcoin	US Dollar
3138	SXDT/BTC	['Crex24']	Spectre.ai Dividend Token	Bitcoin
3139	SXDT/USD	['Synthetic']	Spectre.ai Dividend Token	US Dollar
3140	SXP/BTC	['Kucoin']	Swipe	Bitcoin
3141	SXP/EUR	['Binance']	Swipe	Euro
3142	SXP/TRY	['Binance']	Swipe	Turkish Lira
3143	SXP/USD	['Binance', 'Kucoin']	SXP	US Dollar
3144	SYNX/BTC	['YoBit']	Syndicate	Bitcoin
3145	SYNX/USD	['Synthetic']	Syndicate	US Dollar
3146	SYS/BTC	['Binance', 'Bittrex']	SysCoin	Bitcoin
3147	SYS/USD	['Synthetic']	SysCoin	US Dollar
3148	TAAS/BTC	['Livecoin']	TaaS	Bitcoin
3149	TAAS/USD	['Synthetic']	TaaS	US Dollar
3150	TABOO/USD	['LBank']	TABOO TOKEN	US Dollar
3151	TAG/BTC	['YoBit']	TagCoin	Bitcoin
3152	TAGR/BTC	['YoBit']	TAGRcoin	Bitcoin
3153	TAGR/USD	['Synthetic']	TAGRcoin	US Dollar
3154	TAG/USD	['Synthetic']	TagCoin	US Dollar
3155	TAGZ5/ETH	['p2pb2b']	TAGZ5	Ethereum
3156	TAGZ5/USD	['Synthetic']	TAGZ5	US Dollar
3157	TAIKO/USD	['Bybit']	Taiko	US Dollar
3158	TAJ/USD	['Synthetic']	TajCoin	US Dollar
3159	TALK/USD	['Synthetic']	BTCtalkcoin	US Dollar
3160	TAO/USD	['Binance']	Bittensor	US Dollar
3161	TAU/USD	['BigONE', 'Synthetic']	Lamden	US Dollar
3162	TCC/BTC	['Mercatox']	The ChampCoin	Bitcoin
3163	TCC/ETH	['Mercatox']	The ChampCoin	Ethereum
3164	TCC/INR	['Synthetic']	The ChampCoin	Indian Rupee
3165	TCC/USD	['Synthetic']	The ChampCoin	US Dollar
3166	TCH/BTC	['Mercatox']	Thore Cash	Bitcoin
3167	TCH/ETH	['Mercatox']	Thore Cash	Ethereum
3168	TCHTRX/BTC	['Thore Exchange']	ThoreCashTRX	Bitcoin
3169	TCHTRX/USD	['Synthetic']	ThoreCashTRX	US Dollar
3170	TCH/USD	['Synthetic', 'Thore Exchange']	Thore Cash	US Dollar
3171	TCOIN/USD	['Synthetic']	T-coin	US Dollar
3172	TCR/USD	['Synthetic']	TheCreed	US Dollar
3173	TCT/ETH	['Gate.io']	TokenClub	Ethereum
3174	TCT/USD	['Binance', 'OKEx']	TokenClub	US Dollar
3175	TEAMS/BTC	['Bit-Z']	TokenStars	Bitcoin
3176	TEAMS/ETH	['Bit-Z']	TokenStars	Ethereum
3177	TEAMS/USD	['Synthetic']	TokenStars	US Dollar
3178	TEAM/USD	['Synthetic']	TeamUp	US Dollar
3179	TEK/DOGE	['YoBit']	TEKcoin	Dogecoin
3180	TEK/USD	['Synthetic']	TEKcoin	US Dollar
3181	TEL/BTC	['Kucoin']	Telcoin	Bitcoin
3182	TEL/ETH	['Kucoin']	Telcoin	Ethereum
3183	TELL/USD	['Synthetic']	Tellurion	US Dollar
3184	TEL/USD	['Synthetic']	Telcoin	US Dollar
3185	TEN/BTC	['Tokenomy']	Tokenomy	Bitcoin
3186	TEN/IDR	['Indodax']	Tokenomy	Indonesian Rupiah
3187	TEN/USD	['Synthetic']	Tokenomy	US Dollar
3188	TER/BTC	['Livecoin']	TerraNova	Bitcoin
3189	TER/USD	['Synthetic']	TerraNova	US Dollar
3190	TFEUL/KRW	['Upbit']	Theta Fuel	Korean Won
3191	TFL/BTC	['Kucoin']	TrueFlip	Bitcoin
3192	TFL/USD	['Synthetic']	TrueFlip	US Dollar
3193	TFUEL/BTC	['Binance']	Theta Fuel	Bitcoin
3194	TFUEL/ETH	['Gate.io']	Theta Fuel	Ethereum
3195	TFUEL/USD	['Binance', 'Gate.io']	Theta Fuel	US Dollar
3196	TGAME/ETH	['Hotbit']	Truegame	Ethereum
3197	TGAME/USD	['Synthetic']	Truegame	US Dollar
3198	TGT/USD	['Synthetic']	Target Coin	US Dollar
3199	THC/BTC	['Graviex']	HempCoin	Bitcoin
3200	THC/USD	['Synthetic']	HempCoin	US Dollar
3201	THE/BTC	['Thore Exchange']	Thore Exchange	Bitcoin
3202	THETA/BNB	['Binance']	THETA	Binance Coin
3203	THETA/BTC	['Binance', 'OKEx']	THETA	Bitcoin
3204	THETA/CAD	['Synthetic']	Theta Network	Canadian Dollar
3205	THETA/ETH	['Binance', 'Hotbit', 'Huobi']	THETA	Ethereum
3206	THETA/INR	['Bitbns']	THETA	Indian Rupee
3207	THETA/KRW	['Bithumb', 'Upbit']	THETA	Korean Won
3208	THETA/USD	['Binance', 'Kucoin', 'OKEx']	Theta Network	US Dollar
3209	THE/USD	['Synthetic']	Thore Exchange	US Dollar
3210	THR/BTC	['Crex24']	ThoreCoin	Bitcoin
3211	THR/USD	['Synthetic']	ThoreCoin	US Dollar
3212	THS/BTC	['Livecoin']	TechShares	Bitcoin
3213	THS/USD	['Synthetic']	TechShares	US Dollar
3214	THX/BTC	['Crex24']	ThoreNext	Bitcoin
3215	THX/USD	['Synthetic', 'Thore Exchange']	ThoreNext	US Dollar
3216	TIA/USD	['Binance']	Celestia	US Dollar
3217	TIE/BTC	['YoBit']	Ties.DB	Bitcoin
3218	TIE/USD	['Synthetic']	TIES Network	US Dollar
3219	TIME/BTC	['YoBit']	Chronobank	Bitcoin
3220	TIME/USD	['Synthetic']	Chronobank	US Dollar
3221	TITAN/USD	['Huobi', 'Kucoin']	TitanSwap	US Dollar
3222	TITn/USD	['Synthetic']	Titcoin	US Dollar
3223	TIT/USD	['Synthetic']	TittieCoin	US Dollar
3224	TIX/BTC	['Crex24']	Blocktix	Bitcoin
3225	TIX/USD	['Synthetic']	Blocktix	US Dollar
3226	TKO/BTC	['Binance']	Toko Token	Bitcoin
3227	TKO/USD	['Binance']	Toko Token	US Dollar
3228	TKS/USD	['Synthetic']	Tokes	US Dollar
3229	TKY/BTC	['Kucoin']	THEKEY	Bitcoin
3230	TKY/ETH	['Kucoin']	THEKEY	Ethereum
3231	TKY/USD	['Kucoin', 'Synthetic']	THEKEY	US Dollar
3232	TLM/BTC	['Binance']	Alien Worlds	Bitcoin
3233	TLM/TRY	['Binance']	Alien Worlds	Turkish Lira
3234	TLM/USD	['Binance']	Alien Worlds	US Dollar
3235	TLR/USD	['Synthetic']	Taler Coin	US Dollar
3236	TNB/BTC	['Huobi']	Time New Bank	Bitcoin
3237	TNB/ETH	['Bibox', 'Huobi']	Time New Bank	Ethereum
3238	TNB/USD	['Synthetic']	Time New Bank	US Dollar
3239	TNC/BTC	['Gate.io']	Trinity Network Credit 	Bitcoin
3240	TNC/ETH	['Gate.io']	Trinity Network Credit	Ethereum
3241	TNC/USD	['Gate.io', 'Synthetic']	Trinity Network Credit	US Dollar
3242	TNT/USD	['HitBTC']	Tierion	US Dollar
3243	TOA/USD	['Synthetic']	ToaCoin	US Dollar
3244	TODAY/USD	['Synthetic']	TodayCoin	US Dollar
3245	TOKC/BTC	['YoBit']	TOKYO	Bitcoin
3246	TOKC/USD	['YoBit']	TOKYO	US Dollar
3247	TOKEN/USD	['YoBit']	SwapToken	US Dollar
3248	TOK/USD	['Synthetic']	Tokugawa	US Dollar
3249	TOMO/BNB	['Binance DEX']	TomoChain	Binance Coin
3250	TOMO/BTC	['Hotbit', 'Kucoin']	TomoChain	Bitcoin
3251	TOMO/ETH	['Gate.io', 'Kucoin']	TomoChain	Ethereum
3252	TOMO/USD	['Binance', 'Gate.io', 'Synthetic']	TomoChain	US Dollar
3253	TONE/BTC	['KuCoin']	TE-FOOD	Bitcoin
3254	TONE/ETH	['KuCoin']	TE-FOOD	Ethereum
3255	TONE/USD	['Synthetic']	TE-FOOD	US Dollar
3256	TON/USD	['Bybit']	Toncoin	US Dollar
3257	TOPAZ/USD	['Synthetic']	Topaz Coin	US Dollar
3258	TOPC/BTC	['Huobi']	TopChain	Bitcoin
3259	TOPC/ETH	['Huobi']	TopChain	Ethereum
3260	TOPC/USD	['OKEx']	TopChain	US Dollar
3261	TOR/USD	['Synthetic']	Torcoin	US Dollar
3262	TPAY/BTC	['BitForex', 'Liquid']	TokenPay	Bitcoin
3263	TPAY/USD	['BitForex', 'Synthetic']	TokenPay	US Dollar
3264	TRAC/BTC	['Kucoin']	OriginTrail	Bitcoin
3265	TRAC/ETH	['Kucoin']	OriginTrail	Ethereum
3266	TRAC/USD	['Synthetic']	OriginTrail	US Dollar
3267	TRC/BTC	['SouthXchange']	Terracoin	Bitcoin
3268	TRCT/BTC	['Tidex']	Tracto	Bitcoin
3269	TRC/USD	['Synthetic']	Terracoin	US Dollar
3270	TRIA/USD	['Synthetic']	Triaconta	US Dollar
3271	TRIBE/USD	['Gate.io', 'MEXC']	Tribe	US Dollar
3272	TRICK/BTC	['YoBit']	TrickyCoin	Bitcoin
3273	TRICK/USD	['Synthetic']	TrickyCoin	US Dollar
3274	TRI/USD	['Synthetic']	Triangles	US Dollar
3275	TRK/USD	['Synthetic']	Truckcoin	US Dollar
3276	TROLL/BTC	['C-Patex']	Trollcoin	Bitcoin
3277	TROLL/USD	['Synthetic']	Trollcoin	US Dollar
3278	TRU/BTC	['Binance']	TrueFi	Bitcoin
3279	TRUE/BNB	['Binance DEX']	TrueChain	Binance Coin
3280	TRUE/BTC	['OKEx']	TrueChain	Bitcoin
3281	TRUE/ETH	['DragonEX']	TrueChain	Ethereum
3282	TRUE/USD	['OKEx']	TrueChain	US Dollar
3283	TRUMP/BTC	['YoBit']	TrumpCoin	Bitcoin
3284	TRUMP/USD	['Synthetic']	TrumpCoin	US Dollar
3285	TRUST/USD	['Synthetic']	TrustPlus	US Dollar
3286	TRU/USD	['Binance', 'Coinbase Pro']	TrueFi	US Dollar
3287	TRX/AUD	['Synthetic']	TRON	Australian Dollar
3288	TRX/BITCNY	['CoinTiger']	TRON	bitCNY
3289	TRX/BRL	['NovaDAX']	TRON	Brazil Real
3290	TRX/BTC	['Binance', 'OKEx']	TRON	Bitcoin
3291	TRX/CAD	['Synthetic']	TRON	Canadian Dollar
3292	TRX/CNY	['Synthetic']	TRON	Chinese Yuan
3293	TRX/ETH	['Binance', 'BitMart']	TRON	Ethereum
3294	TRX/EUR	['Synthetic']	TRON	Euro
3295	TRX/HKD	['Synthetic']	TRON	Hong Kong Dollar
3296	TRX/ILS	['Synthetic']	TRON	Israeli Shekel
3297	TRX/INR	['Bitbns', 'Synthetic']	TRON	Indian Rupee
3298	TRX/KRW	['Bithumb', 'Upbit']	TRON	Korean Won
3299	TRX/MXN	['Synthetic']	TRON	Mexican Peso
3300	TRX/MYR	['Synthetic']	TRON	Malaysian Ringgit
3301	TRX/PLN	['Synthetic']	TRON	Polish Zloty
3302	TRX/RUB	['Synthetic']	TRON	Russian Ruble
3303	TRX/SAR	['Synthetic']	TRON	Saudi Riyal
3304	TRX/SEK	['Synthetic']	TRON	Swedish Krona
3305	TRX/TRY	['Binance', 'BTCTurk', 'Paribu', 'Synthetic']	TRON	Turkish Lira
3306	TRX/USD	['Binance', 'Bitrue', 'Huobi']	TRON	US Dollar
3307	TRX/VND	['Synthetic']	TRON	Vietnamese Dong
3308	TRX/XRP	['Bitrue']	TRON	XRP
3309	TRX/ZAR	['Synthetic']	TRON	South African Rand
3310	TSE/USD	['Synthetic']	Tattoocoin (Standard	US Dollar
3311	TSL/USD	['Gate.io']	Energo	US Dollar
3312	TSR/USD	['ZB.COM']	Tesra	US Dollar
3313	TSTR/USD	['Synthetic']	Tristar Coin	US Dollar
3314	TTCP/ETH	['Bibox']	TTC	Ethereum
3315	TTCP/USD	['Synthetic']	TTC	US Dollar
3316	TUBE/BTC	['Bittrex', 'TradeOgre']	BitTube	Bitcoin
3317	TUBE/USD	['Synthetic']	BitTube	US Dollar
3318	TURBO/USD	['Synthetic']	TurboCoin	US Dollar
3319	TUSD/BTC	['Bittrex', 'OKEx']	TrueUSD	Bitcoin
3320	TUSD/ETH	['Hotbit']	TrueUSD	Ethereum
3321	TUSD/USD	['Binance', 'BitMart', 'Coinsbit']	TrueUSD	US Dollar
3322	TVK/BTC	['Binance']	Terra Virtua Kolect	Bitcoin
3323	TVK/USD	['Binance']	Terra Virtua Kolect	US Dollar
3324	TWT/BTC	['Binance']	Trust Wallet Token	Bitcoin
3325	TWT/USD	['Binance']	Trust Wallet Token	US Dollar
3326	TX/BTC	['YoBit']	TransferCoin	Bitcoin
3327	TX/USD	['Synthetic']	TransferCoin	US Dollar
3328	TZC/BTC	['Graviex']	TrezarCoin	Bitcoin
3329	TZC/USD	['Synthetic']	TrezarCoin	US Dollar
3330	UAHPAY/USD	['Synthetic']	UAHPay	US Dollar
3331	UBQ/BTC	['Bittrex']	Ubiq	Bitcoin
3332	UBQ/USD	['Synthetic']	Ubiq	US Dollar
3333	UBT/BTC	['Hotbit']	Unibright	Bitcoin
3334	UBTC/BTC	['YoBit']	United Bitcoin	Bitcoin
3335	UBTC/USD	['OKEx']	United Bitcoin	US Dollar
3336	UBT/ETH	['Hotbit', 'IDEX']	Unibright	Ethereum
3337	UBT/USD	['Synthetic']	Unibright	US Dollar
3338	UCA/BTC	['Crex24', 'STEX']	UCA Coin	Bitcoin
3339	UCA/USD	['Synthetic']	UCA Coin	US Dollar
3340	UEDC/USD	['XT.COM']	UNITED EMIRATE DECENTRALIZED COIN.	US Dollar
3341	UFO/USD	['Synthetic']	Uniform Fiscal Object	US Dollar
3342	UGAS/BTC	['MEXC']	UGAS	Bitcoin
3343	UGAS/USD	['MEXC']	UGAS	US Dollar
3344	UGC/BTC	['IDAX']	ugChain	Bitcoin
